,Open,High,Low,Close,Adj Close,Volume,US covid deaths
2020-11-10,96.01000213623048,99.12999725341795,95.62999725341795,98.87000274658205,86.454833984375,12267200,7204.0
2020-11-11,99.1500015258789,99.87000274658205,97.7699966430664,98.1500015258789,85.82526397705078,9476500,7204.0
2020-11-12,97.5,97.75,96.27999877929688,97.5999984741211,85.34431457519531,7646600,7204.0
2020-11-13,97.41000366210938,99.5500030517578,97.4000015258789,99.04000091552734,86.6034927368164,6888600,7204.0
2020-11-16,99.95999908447266,100.54000091552734,98.33000183105467,98.36000061035156,86.00888061523438,8611300,8717.0
2020-11-17,99.37000274658205,100.26000213623048,98.73999786376952,99.20999908447266,86.75215148925781,11593500,8717.0
2020-11-18,100.0,100.29000091552734,98.68000030517578,98.72000122070312,86.32368469238281,8880600,8717.0
2020-11-19,98.76000213623048,100.1500015258789,98.58999633789062,99.66999816894533,87.15438079833984,7550300,8717.0
2020-11-20,99.9499969482422,101.83000183105467,98.62000274658205,100.83999633789062,88.17744445800781,9682500,8717.0
2020-11-23,101.94000244140624,102.76000213623048,101.06999969482422,102.18000030517578,89.34920501708984,7541500,10820.0
2020-11-24,102.87999725341795,104.81999969482422,102.58000183105467,103.95999908447266,90.90570068359376,9322200,10820.0
2020-11-25,103.81999969482422,104.45999908447266,103.38999938964844,104.1999969482422,91.11555480957033,6368100,10820.0
2020-11-27,104.9800033569336,105.8000030517578,104.3000030517578,104.88999938964844,91.71891784667967,4418800,10820.0
2020-11-30,105.12000274658205,105.41999816894533,103.6500015258789,104.58000183105467,91.44782257080078,20726500,11950.0
2020-12-01,105.0500030517578,106.37999725341795,104.04000091552734,104.04000091552734,90.97565460205078,7623500,11950.0
2020-12-02,104.0,105.37999725341795,103.31999969482422,104.98999786376952,91.80635833740234,5492200,11950.0
2020-12-03,105.0,105.6999969482422,104.3000030517578,104.73999786376952,91.5877456665039,4693600,11950.0
2020-12-04,105.0199966430664,107.30999755859376,105.0199966430664,107.27999877929688,93.80879974365234,7235800,11950.0
2020-12-07,107.04000091552734,107.20999908447266,104.95999908447266,105.83999633789062,92.5496063232422,6532500,14801.0
2020-12-08,105.6999969482422,108.3499984741211,105.5999984741211,107.69000244140624,94.16732788085938,6688200,14801.0
2020-12-09,107.9000015258789,109.1500015258789,107.62999725341795,108.66999816894533,95.02425384521484,7350700,14801.0
2020-12-10,109.05999755859376,109.06999969482422,106.66999816894533,107.48999786376952,93.99241638183594,6285700,14801.0
2020-12-11,107.01000213623048,107.41999816894533,105.58000183105467,106.33999633789062,92.98681640625,5205200,14801.0
2020-12-14,107.43000030517578,108.06999969482422,104.08999633789062,104.1999969482422,91.11555480957033,8272700,17714.0
2020-12-15,105.44000244140624,105.4499969482422,102.31999969482422,102.81999969482422,89.90884399414062,12101000,17714.0
2020-12-16,102.5,105.41000366210938,101.9000015258789,104.63999938964844,91.50032043457033,9182100,17714.0
2020-12-17,104.86000061035156,105.5,104.11000061035156,104.88999938964844,91.71891784667967,6360600,17714.0
